Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message
2/21/19 21:32,1,"932 E Wright St, Milwaukee, WI 53212, USA","2941 N Maryland Ave, Milwaukee, WI 53211, USA",,2/21/19 22:14,2/21/19 22:30,42,no,
2/21/19 21:32,1,"2561 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","2925 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:26,2/21/19 22:29,53,no,
2/21/19 21:33,1,"1919 North Summit Avenue, Milwaukee, Wisconsin 53202, United States","2903 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 21:48,,,,yes,I'm not ready to go
2/21/19 21:33,1,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",EMS Cramer,,2/21/19 22:21,2/21/19 22:23,48,no,
2/21/19 21:33,1,Cafe Hollander,"3250 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 21:33,,,,yes,It took too long to receive my ETA
2/21/19 21:33,1,Culver's,Sandburg,,2/21/19 22:33,2/21/19 22:37,59,no,
2/21/19 21:33,1,"2971 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3131 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:07,,,,yes,I've had a change in my plans
2/21/19 21:34,1,Klotsche,"2929 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:11,2/21/19 22:14,37,no,
2/21/19 21:34,1,Lubar,"1732 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",2/21/19 22:09,,,,yes,I've had a change in my plans
2/21/19 21:34,3,Sandburg,"3024 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:16,2/21/19 22:18,41,no,
2/21/19 21:37,1,"2716 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3438 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 21:47,,,,yes,Wait time is too long
2/21/19 21:37,1,"2020 East Park Place, Milwaukee, Wisconsin 53211, United States",Library,2/21/19 21:38,,,,yes,Wait time is too long
2/21/19 21:39,1,Walmart,"3228 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:25,,,,yes,Wait time is too long
2/21/19 21:44,1,Sandburg,"1125 East Clarke Street, Milwaukee, Wisconsin 53212, United States",,2/21/19 22:13,2/21/19 22:30,29,no,
2/21/19 21:44,2,Englemann,"3434 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:11,2/21/19 22:12,26,no,
2/21/19 21:44,1,"2963 N Murray Ave, Milwaukee, WI 53211, USA","1725 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/21/19 22:20,2/21/19 22:37,36,no,
2/21/19 21:46,2,Yo Factory,Sandburg,2/21/19 21:53,,,,yes,Wait time is too long
2/21/19 21:46,1,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States","1915 East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",2/21/19 22:04,,,,yes,I'm not ready to go
2/21/19 21:47,2,Library,"2930 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 21:50,,,,yes,Wait time is too long
2/21/19 21:47,5,"3335 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3047 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/21/19 21:58,,,,yes,Wait time is too long
2/21/19 21:47,1,"2483 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/21/19 21:52,,,,yes,It took too long to receive my ETA
2/21/19 21:48,3,"2900 North Newhall Street, Milwaukee, Wisconsin 53211, United States",Union South,,2/21/19 22:20,2/21/19 22:23,31,no,
2/21/19 21:49,1,Lapham,"1522 East Newport Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:26,2/21/19 22:39,37,no,
2/21/19 21:49,3,"3130 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Union South,,2/21/19 22:25,2/21/19 22:27,36,no,
2/21/19 21:50,2,"2939 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2916 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/21/19 22:21,,,,yes,I've had a change in my plans
2/21/19 21:51,1,Toppers,"2925 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 21:54,,,,yes,I've had a change in my plans
2/21/19 21:51,3,"2323 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States","2619 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:25,,,,yes,I'm not ready to go
2/21/19 21:51,1,EMS Parking,"3869 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",2/21/19 21:51,,,,yes,I've had a change in my plans
2/21/19 21:52,3,"2968 North Newhall Street, Milwaukee, Wisconsin 53211, United States",Landmark Lanes,,2/21/19 22:49,2/21/19 22:49,56,no,
2/21/19 21:54,2,Yo Factory,Sandburg,2/21/19 21:54,,,,yes,Wait time is too long
2/21/19 21:54,1,"2495 N Oakland Ave, Milwaukee, WI 53211, USA","2323 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:46,2/21/19 22:48,51,no,
2/21/19 21:54,1,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","1209 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/21/19 22:25,2/21/19 22:34,30,no,
2/21/19 21:55,1,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3244 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:24,2/21/19 22:27,29,no,
2/21/19 21:57,2,"2753 North Cramer Street, Milwaukee, Wisconsin 53211, United States","Foundation Bar, 2718 N Bremen St, Milwaukee, Wisconsin, United States, 53212",,2/21/19 22:32,2/21/19 22:36,34,no,
2/21/19 21:57,1,Library,"1703 N Farwell Ave, Milwaukee, WI 53202, USA",2/21/19 22:36,,,,no,No show
2/21/19 22:00,1,"2333 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2020 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:39,2/21/19 22:41,38,no,
2/21/19 22:01,1,Sandburg,"2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:31,,,,no,No show
2/21/19 22:01,1,"2513 East Park Place, Milwaukee, Wisconsin 53211, United States","Qdoba Mexican Grill, 3101 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/21/19 22:38,2/21/19 22:41,36,no,
2/21/19 22:01,1,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:23,,,,yes,I'm not ready to go
2/21/19 22:02,1,Sandburg,"3123 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:05,,,,yes,Wait time is too long
2/21/19 22:02,1,Cafe Hollander,"3247 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:24,,,,yes,I've had a change in my plans
2/21/19 22:03,1,"Knuckleheads, Oakland, Milwaukee, Wisconsin 53211, United States","3042 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:27,,,,yes,Wait time is too long
2/21/19 22:04,1,"3438 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2423 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:29,2/21/19 22:42,24,no,
2/21/19 22:05,1,"2637 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3075 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:35,2/21/19 22:43,30,no,
2/21/19 22:05,1,"2555 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",EMS Cramer,2/21/19 22:07,,,,yes,Wait time is too long
2/21/19 22:05,1,"2974 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/21/19 22:50,2/21/19 22:54,45,no,
2/21/19 22:05,1,"1806 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States","2562 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:29,2/21/19 22:34,23,no,
2/21/19 22:07,1,"2333 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2455 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:44,2/21/19 22:47,37,no,
2/21/19 22:07,3,Sandburg,"2947 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:13,,,,yes,I'm not ready to go
2/21/19 22:07,1,"2970 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2565 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:46,2/21/19 22:56,38,no,
2/21/19 22:07,1,"2526 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",Arch Court,,2/21/19 22:44,2/21/19 22:48,36,no,
2/21/19 22:10,1,"2968 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","3303 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/21/19 22:47,,,,yes,It took too long to receive my ETA
2/21/19 22:11,1,Arch Court,Upark,,2/21/19 22:45,2/21/19 22:51,34,no,
2/21/19 22:11,5,Yo Factory,Sandburg,,2/21/19 22:41,2/21/19 22:49,29,no,
2/21/19 22:12,1,Metro Market Shorewood,Sandburg,2/21/19 22:39,,,,yes,I'm not ready to go
2/21/19 22:12,5,Sandburg,Qdoba,2/21/19 23:00,,,,no,No show
2/21/19 22:12,2,Sandburg,"2935 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:48,,,,no,No show
2/21/19 22:12,2,Library,Jalisco's,2/21/19 22:24,,,,yes,It took too long to receive my ETA
2/21/19 22:12,1,Sandburg,"3028 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:21,,,,no,Admin cancelled ride
2/21/19 22:12,1,"1704 East Locust Street, Milwaukee, Wisconsin 53211, United States","2953 North Downer Avenue, Milwaukee, Wisconsin",2/21/19 22:55,,,,no,No show
2/21/19 22:13,2,"2830 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Landmark Lanes,2/21/19 22:15,,,,yes,I'm not ready to go
2/21/19 22:13,1,"Downer Theater, 2589 N Downer Ave, Milwaukee, Wisconsin 53211, United States","3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:58,2/21/19 23:04,44,no,
2/21/19 22:15,1,"2203 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States","3228 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:42,2/21/19 22:47,26,no,
2/21/19 22:17,1,"4305 North Marlborough Drive, Milwaukee, Wisconsin 53211, United States","2585 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:20,2/21/19 23:33,63,no,
2/21/19 22:18,1,Klotsche,"2645 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:13,2/21/19 23:19,55,no,
2/21/19 22:19,1,"2609 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/21/19 22:50,2/21/19 22:54,31,no,
2/21/19 22:20,2,"1125 East Clarke Street, Milwaukee, Wisconsin 53212, United States",Cambridge Commons,,2/21/19 23:03,2/21/19 23:06,42,no,
2/21/19 22:21,1,Lapham,"3532 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:41,,,,yes,Wait time is too long
2/21/19 22:21,4,"2323 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States","2619 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:22,,,,yes,Wait time is too long
2/21/19 22:22,1,Sandburg,Walmart,,2/21/19 22:59,2/21/19 23:12,37,no,
2/21/19 22:22,2,Sandburg,Walmart,,2/21/19 22:59,2/21/19 23:12,37,no,
2/21/19 22:22,2,"2323 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States","2619 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:53,2/21/19 22:57,31,no,
2/21/19 22:26,1,"2619 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Library,2/21/19 22:29,,,,yes,Wait time is too long
2/21/19 22:28,1,"3055 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2209 North Bartlett Avenue, Milwaukee, Wisconsin 53202, United States",2/21/19 22:28,,,,yes,I've had a change in my plans
2/21/19 22:29,1,"2745 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3252 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 22:32,,,,yes,I'm not ready to go
2/21/19 22:29,5,"2913 North Cramer Street, Milwaukee, Wisconsin 53211, United States","Jo-Cat's Pub, 1311 E Brady St, Milwaukee, Wisconsin, United States, 53202",,2/21/19 22:55,2/21/19 23:01,26,no,
2/21/19 22:31,1,EMS Cramer,"2595 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:52,2/21/19 22:54,20,no,
2/21/19 22:34,5,Sandburg,"3041 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:56,2/21/19 23:00,21,no,
2/21/19 22:35,1,Sandburg,"Domino's Pizza, 3139 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/21/19 22:57,2/21/19 23:02,22,no,
2/21/19 22:36,5,"1905 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",Casablanca,2/21/19 22:54,,,,yes,I've had a change in my plans
2/21/19 22:36,1,Kenilworth,"3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:09,2/21/19 23:10,32,no,
2/21/19 22:39,1,"2819 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3280 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 22:54,2/21/19 23:01,14,no,
2/21/19 22:40,1,Klotsche,"2945 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:02,,,,yes,Wait time is too long
2/21/19 22:40,1,Metro Market Shorewood,Sandburg,,2/21/19 23:15,2/21/19 23:29,35,no,
2/21/19 22:40,1,Klotsche,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/21/19 23:03,,,,yes,Wait time is too long
2/21/19 22:42,1,Library,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:16,2/21/19 23:21,34,no,
2/21/19 22:44,1,"2969 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3062 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:01,,,,yes,I've had a change in my plans
2/21/19 22:45,1,Library,"1703 N Farwell Ave, Milwaukee, WI 53202, USA",2/21/19 23:15,,,,yes,I'm not ready to go
2/21/19 22:46,1,"3373 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2975 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:14,2/21/19 23:18,28,no,
2/21/19 22:46,1,Domino's Pizza - Oakland,Sandburg,,2/21/19 23:11,2/21/19 23:13,25,no,
2/21/19 22:47,1,McDonald's - North,"UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",2/21/19 22:56,,,,yes,I'm not ready to go
2/21/19 22:47,1,"3220 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",,2/21/19 23:09,2/21/19 23:16,21,no,
2/21/19 22:50,1,"The Villager Apartments, 3955 N Murray Ave, Shorewood, WI 53211, USA",Kenilworth,,2/21/19 23:14,2/21/19 23:23,23,no,
2/21/19 22:51,1,"630 East Locust Street, Milwaukee, Wisconsin 53212, United States","The Halal Guys, 3133 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/21/19 23:07,2/21/19 23:09,15,no,
2/21/19 22:51,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",Union North,,2/21/19 23:06,2/21/19 23:10,14,no,
2/21/19 22:52,1,Arch Court,"1916 North Warren Avenue, Milwaukee, Wisconsin 53202, United States",2/21/19 23:00,,,,yes,It took too long to receive my ETA
2/21/19 22:53,1,Lapham,"2535 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:03,2/21/19 23:06,9,no,
2/21/19 22:54,1,"3059 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Upark,,2/21/19 23:03,2/21/19 23:10,8,no,
2/21/19 22:55,1,Klotsche,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:16,2/21/19 23:21,20,no,
2/21/19 22:56,1,"3266 N Newhall St, Milwaukee, WI 53211, USA",Kenilworth,,2/21/19 23:19,2/21/19 23:23,22,no,
2/21/19 22:57,1,"2539 North Dousman Street, Milwaukee, Wisconsin 53212, United States",Sandburg,,2/21/19 23:17,2/21/19 23:23,20,no,
2/21/19 22:58,1,"2908 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2513 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:23,2/21/19 23:26,24,no,
2/21/19 22:59,1,Arch Court,"2326 N Cambridge Ave, Milwaukee, WI 53211, USA",,2/21/19 23:15,2/21/19 23:22,15,no,
2/21/19 23:00,5,"Qdoba Mexican Grill, 3101 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","3037 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:04,,,,yes,I'm not ready to go
2/21/19 23:00,2,"2933 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/21/19 23:26,2/21/19 23:28,25,no,
2/21/19 23:01,1,"2968 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","3303 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/21/19 23:28,,,,yes,I've had a change in my plans
2/21/19 23:02,2,"2863 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","Camp Bar, 4044 N Oakland Ave, Shorewood, Wisconsin, United States, 53211",,2/21/19 23:30,2/21/19 23:35,27,no,
2/21/19 23:04,1,"Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211","1710 East Providence Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:12,,,,yes,Wait time is too long
2/21/19 23:04,2,"2859 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/21/19 23:20,2/21/19 23:23,16,no,
2/21/19 23:05,1,Cambridge Commons,"3560 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:23,2/21/19 23:28,17,no,
2/21/19 23:08,1,Arch Court,"3029 North Pierce Street, Milwaukee, Wisconsin 53212, United States",2/21/19 23:34,,,,no,No show
2/21/19 23:08,1,"2915 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2864 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:30,2/21/19 23:31,21,no,
2/21/19 23:10,1,"2969 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3062 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:31,2/21/19 23:31,20,no,
2/21/19 23:12,1,KIRC Parking,"2233 North Summit Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:41,2/21/19 23:46,29,no,
2/21/19 23:13,3,"2937 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Landmark Lanes,2/21/19 23:23,,,,yes,I'm not ready to go
2/21/19 23:14,1,"2511 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/21/19 23:38,2/21/19 23:42,24,no,
2/21/19 23:14,1,Union North,"1115 E Singer Cr, Milwaukee, Wisconsin 53212, United States",,2/21/19 23:26,2/21/19 23:32,12,no,
2/21/19 23:14,1,"3032 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","2737 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:47,2/21/19 23:53,33,no,
2/21/19 23:16,2,Jack's on Brady,"2946 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:28,2/21/19 23:41,12,no,
2/21/19 23:19,2,"2521 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2858 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:19,,,,yes,I've had a change in my plans
2/21/19 23:19,1,"1827 East Park Place, Milwaukee, Wisconsin 53211, United States","2311 East Linnwood Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:44,2/21/19 23:48,25,no,
2/21/19 23:21,2,"3552 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3820 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:23,,,,yes,Wait time is too long
2/21/19 23:22,1,"3552 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",2/21/19 23:22,,,,yes,I've had a change in my plans
2/21/19 23:23,1,Library,"2483 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:25,,,,yes,I've had a change in my plans
2/21/19 23:23,1,Blaze Pizza,"2954 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/21/19 23:31,2/21/19 23:34,8,no,
2/21/19 23:25,3,"2937 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Landmark Lanes,2/21/19 23:26,,,,yes,I'm not ready to go
2/21/19 23:25,2,"1125 East Clarke Street, Milwaukee, Wisconsin 53212, United States",Cambridge Commons,2/21/19 23:27,,,,yes,I'm not ready to go
2/21/19 23:25,2,"2521 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2858 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:41,2/21/19 23:43,15,no,
2/21/19 23:27,1,Union South,"2860 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:32,2/21/19 23:34,4,no,
2/21/19 23:28,1,Library,"1912 East Linnwood Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:30,,,,yes,Wait time is too long
2/21/19 23:28,2,"1123 East Clarke Street, Milwaukee, Wisconsin 53212, United States",Cambridge Commons,,2/21/19 23:39,2/21/19 23:42,10,no,
2/21/19 23:30,2,"3056 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","3355 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:44,2/21/19 23:47,13,no,
2/21/19 23:31,5,"3041 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:40,2/21/19 23:42,9,no,
2/21/19 23:32,1,"3324 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Purin Hall,,2/21/19 23:37,2/21/19 23:39,5,no,
2/21/19 23:33,1,"2528 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:52,2/21/19 23:54,19,no,
2/21/19 23:33,1,"2969 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3062 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:38,2/21/19 23:40,5,no,
2/21/19 23:34,1,Walmart,Sandburg,2/21/19 23:41,,,,yes,Wait time is too long
2/21/19 23:36,2,"2115 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","2926 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:54,2/21/19 23:55,18,no,
2/21/19 23:36,2,Walmart,Sandburg,2/21/19 23:45,,,,yes,Stores taking too long
2/21/19 23:38,1,Union South,"2024 North 1st Street, Milwaukee, Wisconsin 53212, United States",,2/21/19 23:46,2/21/19 23:54,7,no,
2/21/19 23:40,1,"3456 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2561 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:59,2/22/19 0:04,19,no,
2/21/19 23:40,1,Sandburg,"3046 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:40,,,,yes,I'm not ready to go
2/21/19 23:41,1,Lapham,"3347 N Bartlett Ave, Milwaukee, WI 53211, USA",,2/21/19 23:45,2/21/19 23:54,4,no,
2/21/19 23:41,1,"3030 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/21/19 23:48,2/21/19 23:53,7,no,
2/21/19 23:41,1,Sandburg,"3046 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:43,,,,yes,I'm not ready to go
2/21/19 23:41,1,Cambridge Commons,"3364 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:45,,,,yes,Wait time is too long
2/21/19 23:43,2,"2030 East Linnwood Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/21/19 23:47,2/21/19 23:50,3,no,
2/21/19 23:44,1,"3037 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/21/19 23:49,2/21/19 23:50,4,no,
2/21/19 23:45,2,Walmart,Sandburg,2/21/19 23:46,,,,yes,I'm not ready to go
2/21/19 23:46,2,Walmart,Sandburg,2/21/19 23:48,,,,yes,I'm not ready to go
2/21/19 23:47,2,Garland Hall,"4105 N Ardmore Ave, Shorewood, WI 53211, USA",,2/21/19 23:54,2/21/19 23:59,6,no,
2/21/19 23:49,1,"1830 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States","2492 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/21/19 23:49,,,,yes,Too soon
2/21/19 23:49,2,"3047 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3335 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:54,2/21/19 23:56,5,no,
2/21/19 23:49,2,"3047 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2704 East Hartford Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:52,2/21/19 23:57,2,no,
2/21/19 23:50,1,Union North,"3284 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:59,2/22/19 0:01,8,no,
2/21/19 23:50,1,"2522 N Lake Dr, Milwaukee, WI 53211, USA","2860 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:58,2/22/19 0:01,7,no,
2/21/19 23:52,1,Union South,"2580 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/21/19 23:59,2/22/19 0:06,6,no,
2/21/19 23:52,2,Walmart,Sandburg,,2/22/19 0:05,2/22/19 0:10,12,no,
2/21/19 23:54,1,Kenilworth,"1714 East Beverly Road, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:01,2/22/19 0:06,7,no,
2/21/19 23:54,1,Union South,"1300 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/21/19 23:59,2/22/19 0:09,4,no,
2/21/19 23:54,1,NWQ,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:08,2/22/19 0:14,13,no,
2/21/19 23:57,2,Arch Court,"2408 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:00,2/22/19 0:04,3,no,
2/21/19 23:58,1,Library,"2563 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:07,2/22/19 0:14,9,no,
2/22/19 0:00,2,"2935 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/22/19 0:05,2/22/19 0:07,5,no,
