Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message
2/22/19 0:02,1,NWQ,"3554 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:05,2/22/19 0:10,2,no,
2/22/19 0:04,2,Arch Court,"3481 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/22/19 0:04,,,,yes,I'm not ready to go
2/22/19 0:05,1,"1922 East Belleview Place, Milwaukee, Wisconsin 53211, United States","3118 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 0:06,,,,yes,Wait time is too long
2/22/19 0:06,1,Library,"3045 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:10,2/22/19 0:12,3,no,
2/22/19 0:06,1,NWQ,"3939 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:09,2/22/19 0:15,3,no,
2/22/19 0:06,2,"2932 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Vitucci's,2/22/19 0:13,,,,no,No show
2/22/19 0:07,2,Arch Court,"3481 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:11,2/22/19 0:12,4,no,
2/22/19 0:08,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",Sandburg,2/22/19 0:10,,,,yes,I'm not ready to go
2/22/19 0:08,1,Library,Upark,,2/22/19 0:12,2/22/19 0:19,3,no,
2/22/19 0:10,1,Sandburg,"2919 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:11,2/22/19 0:14,1,no,
2/22/19 0:10,3,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/22/19 0:10,,,,yes,I'm not ready to go
2/22/19 0:10,1,Sandburg,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:12,2/22/19 0:16,1,no,
2/22/19 0:10,1,Library,"3434 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:15,2/22/19 0:17,4,no,
2/22/19 0:10,4,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/22/19 0:19,2/22/19 0:21,8,no,
2/22/19 0:11,1,Arch Court,"4129 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:16,2/22/19 0:20,4,no,
2/22/19 0:11,1,Music Building Parking,"3232 N Holton St, Milwaukee, WI 53212, USA",,2/22/19 0:20,2/22/19 0:32,8,no,
2/22/19 0:12,1,"1922 East Belleview Place, Milwaukee, Wisconsin 53211, United States","3118 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:19,2/22/19 0:22,7,no,
2/22/19 0:12,2,"2636 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2556 North Lake Drive, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:17,2/22/19 0:20,4,no,
2/22/19 0:13,1,"2030 E Linnwood Ave, Milwaukee, WI 53211, USA","3496 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/22/19 0:13,,,,yes,I've had a change in my plans
2/22/19 0:13,2,Landmark Lanes,"2830 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 0:24,,,,yes,I've had a change in my plans
2/22/19 0:15,2,"2932 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Vitucci's,,2/22/19 0:32,2/22/19 0:33,17,no,
2/22/19 0:16,1,"2030 E Linnwood Ave, Milwaukee, WI 53211, USA","3496 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/22/19 0:16,,,,yes,I'm not ready to go
2/22/19 0:17,1,"3280 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","2819 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:24,2/22/19 0:27,6,no,
2/22/19 0:18,1,Sandburg,"2925 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 0:19,,,,yes,It took too long to receive my ETA
2/22/19 0:18,1,"2030 E Linnwood Ave, Milwaukee, WI 53211, USA","3496 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:30,2/22/19 0:32,11,no,
2/22/19 0:18,1,Sandburg,"3046 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:26,2/22/19 0:36,7,no,
2/22/19 0:19,1,Qdoba,"2483 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:28,2/22/19 0:31,9,no,
2/22/19 0:20,1,Arch Court,"2742 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:32,2/22/19 0:39,12,no,
2/22/19 0:20,4,"Foundation Bar, 2718 N Bremen St, Milwaukee, Wisconsin, United States, 53212","2753 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:26,2/22/19 0:30,5,no,
2/22/19 0:24,1,"3036 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2115 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:27,2/22/19 0:29,3,no,
2/22/19 0:24,1,"2737 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","1708 N Arlington Pl, Milwaukee, WI 53202, USA",,2/22/19 0:34,2/22/19 0:45,9,no,
2/22/19 0:25,1,Sandburg,"2925 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:28,2/22/19 0:37,3,no,
2/22/19 0:27,1,"2523 East Belleview Place, Milwaukee, Wisconsin 53211, United States","1915 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/22/19 0:34,2/22/19 0:39,7,no,
2/22/19 0:27,1,USR Parking,"2619 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:36,2/22/19 0:44,8,no,
2/22/19 0:28,1,"3209 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2932 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:35,2/22/19 0:37,6,no,
2/22/19 0:29,1,"2323 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States","3429 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 0:29,,,,yes,I'm not ready to go
2/22/19 0:30,3,Cambridge Commons,"3429 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:34,2/22/19 0:40,4,no,
2/22/19 0:30,3,"2129 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","2720 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:38,2/22/19 0:40,7,no,
2/22/19 0:31,1,"1919 North Summit Avenue, Milwaukee, Wisconsin 53202, United States","2588 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:41,2/22/19 0:45,10,no,
2/22/19 0:31,1,"3047 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/22/19 0:38,2/22/19 0:41,6,no,
2/22/19 0:33,1,Library,"2953 N Downer Ave, Milwaukee, WI 53211, USA",,2/22/19 0:40,2/22/19 0:41,6,no,
2/22/19 0:35,1,Garland Hall,"4101 N Ardmore Ave, Milwaukee, WI 53211, USA",,2/22/19 0:44,2/22/19 0:48,8,no,
2/22/19 0:35,1,"2720 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/22/19 0:39,2/22/19 0:41,3,no,
2/22/19 0:35,3,"2129 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","2900 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:47,2/22/19 0:47,11,no,
2/22/19 0:37,1,"The Halal Guys, 3133 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Sandburg,,2/22/19 0:45,2/22/19 0:45,8,no,
2/22/19 0:38,4,Jack's on Brady,"2913 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/22/19 0:40,,,,yes,I'm not ready to go
2/22/19 0:39,1,Cambridge Commons,"1133 East Clarke Street, Milwaukee, Wisconsin 53212, United States",,2/22/19 0:43,2/22/19 0:45,3,no,
2/22/19 0:39,1,Arch Court,"3069 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:45,2/22/19 0:47,6,no,
2/22/19 0:40,1,"2843 N Downer Ave, Milwaukee, WI 53211, USA","2702 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:48,2/22/19 0:51,8,no,
2/22/19 0:40,1,Sandburg,"2938 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:48,2/22/19 0:51,7,no,
2/22/19 0:41,1,"2737 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/22/19 0:51,,,,no,No show
2/22/19 0:42,6,Jack's on Brady,"2913 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:48,2/22/19 0:54,6,no,
2/22/19 0:43,2,Landmark Lanes,"530 East Burleigh Street, Milwaukee, Wisconsin 53212, United States",,2/22/19 0:55,2/22/19 1:01,11,no,
2/22/19 0:46,2,"2400 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2573 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/22/19 0:52,,,,yes,It took too long to receive my ETA
2/22/19 0:47,1,Kenilworth,"3540 North Palmer Street, Milwaukee, Wisconsin 53212, United States",,2/22/19 0:55,2/22/19 1:03,8,no,
2/22/19 0:47,3,"2947 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/22/19 0:50,,,,yes,I've had a change in my plans
2/22/19 0:48,2,Vitucci's,"2932 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 0:55,,,,no,No show
2/22/19 0:48,2,"La Masa, 1300 E Brady St, Milwaukee, Wisconsin, United States, 53202",Riverview,,2/22/19 0:56,2/22/19 1:00,7,no,
2/22/19 0:49,1,Riverview,"2009 East Ivanhoe Place, Milwaukee, Wisconsin 53202, United States",,2/22/19 0:57,2/22/19 1:00,7,no,
2/22/19 0:50,1,Vitucci's,"3267 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:52,2/22/19 0:59,1,no,
2/22/19 0:52,2,"2400 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States","2573 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 0:56,2/22/19 1:00,3,no,
2/22/19 0:57,3,"2129 E Kenwood Blvd, Milwaukee, WI 53211, USA","3130 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:01,2/22/19 1:02,3,no,
2/22/19 1:03,2,"3054 N Downer Ave, Milwaukee, WI 53211, USA","2124 East Locust Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:08,2/22/19 1:13,5,no,
2/22/19 1:03,1,"2544 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","3240 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:07,2/22/19 1:11,3,no,
2/22/19 1:04,1,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/22/19 1:08,2/22/19 1:12,4,no,
2/22/19 1:04,1,Sandburg,"3208 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:06,2/22/19 1:08,2,no,
2/22/19 1:06,2,"2634 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2105 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:10,2/22/19 1:13,3,no,
2/22/19 1:07,2,Vitucci's,"2932 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:14,2/22/19 1:17,6,no,
2/22/19 1:08,1,"3948 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/22/19 1:14,2/22/19 1:18,5,no,
2/22/19 1:11,2,"3336 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Library,2/22/19 1:11,,,,yes,I'm not ready to go
2/22/19 1:11,2,"3440 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2546 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:16,2/22/19 1:21,5,no,
2/22/19 1:11,1,"2588 North Cramer Street, Milwaukee, Wisconsin 53211, United States","1728 East Newport Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 1:12,,,,yes,I'm not ready to go
2/22/19 1:13,2,"3369 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/22/19 1:17,2/22/19 1:19,3,no,
2/22/19 1:17,2,"3336 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Library,,2/22/19 1:20,2/22/19 1:22,3,no,
2/22/19 1:19,2,"Camp Bar, 4044 N Oakland Ave, Shorewood, Wisconsin, United States, 53211",Walgreensâ€“Oakland,2/22/19 1:22,,,,yes,It took too long to receive my ETA
2/22/19 1:21,1,Sandburg,"3464 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 1:23,,,,yes,Wait time is too long
2/22/19 1:24,1,Union South,"2555 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:26,2/22/19 1:29,2,no,
2/22/19 1:24,3,Landmark Lanes,"2968 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:28,2/22/19 1:33,3,no,
2/22/19 1:27,1,"2588 North Cramer Street, Milwaukee, Wisconsin 53211, United States","1728 East Newport Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:32,2/22/19 1:35,5,no,
2/22/19 1:27,4,"3429 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/22/19 1:31,2/22/19 1:36,3,no,
2/22/19 1:27,1,Sandburg,"3464 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:31,2/22/19 1:33,3,no,
2/22/19 1:28,4,Vitucci's,"North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 1:36,,,,no,No show
2/22/19 1:33,1,"3249 North Hackett Avenue, Milwaukee, Wisconsin 53211, United States","2820 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:40,2/22/19 1:43,6,no,
2/22/19 1:34,1,"Hooligan's Super Bar, 2017 E North Ave, Milwaukee, Wisconsin, United States, 53202","2716 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:39,2/22/19 1:42,5,no,
2/22/19 1:36,3,Hooligans,"3438 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:39,2/22/19 1:45,3,no,
2/22/19 1:37,1,Cambridge Commons,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:40,2/22/19 1:45,3,no,
2/22/19 1:38,1,Vitucci's,"2716 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 1:38,,,,yes,I'm not ready to go
2/22/19 1:40,2,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3329 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:43,2/22/19 1:46,2,no,
2/22/19 1:42,1,Arch Court,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:46,2/22/19 1:49,4,no,
2/22/19 1:43,1,Sandburg,Qdoba,,2/22/19 1:45,2/22/19 1:47,2,no,
2/22/19 1:45,1,"2555 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Union South,,2/22/19 1:48,2/22/19 1:52,2,no,
2/22/19 1:47,2,"Ian's Pizza, 2035 E North Ave, Milwaukee, Wisconsin, United States, 53202","2830 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:52,2/22/19 1:54,4,no,
2/22/19 1:49,2,Arch Court,"2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:54,2/22/19 1:59,5,no,
2/22/19 1:50,1,"4510 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/22/19 2:00,2/22/19 2:09,10,no,
2/22/19 1:50,5,"2947 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3345 N Oakland Ave, Milwaukee, WI 53211, USA",2/22/19 1:50,,,,yes,I'm not ready to go
2/22/19 1:50,1,Arch Court,"1702 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:54,2/22/19 2:01,4,no,
2/22/19 1:50,1,"Camp Bar, 4044 N Oakland Ave, Shorewood, Wisconsin, United States, 53211","2969 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:57,2/22/19 2:05,6,no,
2/22/19 1:55,5,"2947 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3345 N Oakland Ave, Milwaukee, WI 53211, USA",,2/22/19 1:59,2/22/19 2:02,4,no,
2/22/19 1:55,1,Arch Court,Jack's on Brady,,2/22/19 1:59,2/22/19 2:06,3,no,
2/22/19 1:55,1,EMS Cramer,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 2:00,2/22/19 2:02,5,no,
2/22/19 1:56,2,"3216 North Marietta Avenue, Milwaukee, Wisconsin 53211, United States","2954 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 1:59,2/22/19 2:03,2,no,
2/22/19 1:57,1,"2943 N Maryland Ave, Milwaukee, WI 53211, USA","2851 N Booth St, Milwaukee, WI 53212, USA",,2/22/19 1:59,2/22/19 2:06,2,no,
2/22/19 1:59,1,"1915 East Kenilworth Place, Milwaukee, Wisconsin 53202, United States","2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 2:04,2/22/19 2:07,5,no,
2/22/19 7:34,1,EMS Parking,USR Parking,,2/22/19 7:38,2/22/19 7:47,4,no,
2/22/19 7:48,1,Union South,USR Parking,,2/22/19 7:52,2/22/19 8:03,4,no,
2/22/19 8:30,1,Freshwater,KIRC Parking,,2/22/19 8:49,2/22/19 9:05,19,no,
2/22/19 8:37,1,Lubar,USR Parking,,2/22/19 8:42,2/22/19 8:49,5,no,
2/22/19 8:51,1,USR Parking,"UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/22/19 9:01,,,,no,No show
2/22/19 8:55,1,Sandburg,USR Parking,,2/22/19 9:09,2/22/19 9:18,14,no,
2/22/19 9:07,1,USR Parking,"UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/22/19 9:07,,,,no,Admin cancelled ride
2/22/19 10:09,1,KIRC Parking,Freshwater,,2/22/19 10:15,2/22/19 10:34,6,no,
2/22/19 10:09,1,USR Parking,Union South,,2/22/19 10:21,2/22/19 10:25,11,no,
2/22/19 10:19,1,USR Parking,EMS Parking,,2/22/19 10:21,2/22/19 10:31,1,no,
2/22/19 10:25,1,Physics Kenwood,Freshwater,,2/22/19 10:32,2/22/19 10:46,6,no,
2/22/19 11:08,1,Zilber,KIRC Parking,,2/22/19 11:28,2/22/19 11:42,19,no,
2/22/19 11:22,2,Freshwater,EMS Parking,,2/22/19 11:40,2/22/19 11:55,18,no,
2/22/19 12:12,1,EMS Parking,USR Parking,,2/22/19 12:16,2/22/19 12:27,4,no,
2/22/19 12:22,1,USR Parking,Union North,,2/22/19 12:27,2/22/19 12:38,4,no,
2/22/19 12:27,1,USR Parking,Sandburg,2/22/19 12:27,,,,yes,I'm not ready to go
2/22/19 12:28,1,USR Parking,Union North,,2/22/19 12:39,2/22/19 12:49,11,no,
2/22/19 12:31,1,USR Parking,Sandburg,,2/22/19 12:38,2/22/19 12:47,7,no,
2/22/19 12:46,1,USR Parking,Sandburg,2/22/19 12:46,,,,yes,I'm not ready to go
2/22/19 12:50,1,KIRC Parking,Freshwater,,2/22/19 12:52,2/22/19 13:10,1,no,
2/22/19 12:51,1,USR Parking,Sandburg,,2/22/19 13:05,2/22/19 13:14,13,no,
2/22/19 13:11,1,USR Parking,EMS Parking,,2/22/19 13:23,2/22/19 13:32,11,no,
2/22/19 13:37,2,EMS Parking,Freshwater,,2/22/19 13:42,2/22/19 14:00,4,no,
2/22/19 14:03,1,Freshwater,Physics Kenwood,,2/22/19 14:07,2/22/19 14:23,3,no,
2/22/19 14:58,1,Physics Kenwood,USR Parking,,2/22/19 15:01,2/22/19 15:12,3,no,
2/22/19 15:27,1,USR Parking,Sandburg,,2/22/19 15:29,2/22/19 15:37,1,no,
2/22/19 16:34,1,Global Water Center,Curtin,,2/22/19 16:58,2/22/19 17:12,23,no,
2/22/19 17:21,2,EMS Cramer,USR Parking,,2/22/19 17:42,2/22/19 17:55,21,no,
2/22/19 17:35,1,Freshwater,KIRC Parking,,2/22/19 18:08,2/22/19 18:25,33,no,
2/22/19 18:00,1,Arch Court,"4129 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 18:05,2/22/19 18:26,5,no,
2/22/19 18:00,1,EMS Parking,"920 East Wright Street, Milwaukee, Wisconsin 53212, United States",,2/22/19 18:04,2/22/19 18:12,4,no,
2/22/19 18:00,1,EMS Cramer,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 18:06,2/22/19 18:09,6,no,
2/22/19 18:00,1,Lapham,Brady and Prospect,,2/22/19 18:08,2/22/19 18:20,8,no,
2/22/19 18:00,1,"2925 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/22/19 18:09,2/22/19 18:16,9,no,
2/22/19 18:00,1,"3039 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2859 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/22/19 18:10,2/22/19 18:12,10,no,
2/22/19 18:00,1,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States","2970 North Fratney Street, Milwaukee, Wisconsin 53212, United States",,2/22/19 18:22,2/22/19 18:30,22,no,
2/22/19 18:00,1,"2742 N Maryland Ave, Milwaukee, WI 53211, USA",Klotsche,,2/22/19 18:13,2/22/19 18:19,13,no,
2/22/19 18:00,1,Metro Market Shorewood,Walmart,,2/22/19 18:40,2/22/19 18:45,39,no,
2/22/19 18:00,1,KIRC Parking,"2475 North Dousman Street, Milwaukee, Wisconsin 53212, United States",,2/22/19 18:05,2/22/19 18:13,4,no,
2/22/19 18:00,1,Library,"2121 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",,2/22/19 18:26,2/22/19 18:26,25,no,
2/22/19 18:01,1,"1629 East Menlo Boulevard, Milwaukee, Wisconsin 53211, United States","3003 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/22/19 18:11,2/22/19 18:16,10,no,
2/22/19 18:01,1,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",,2/22/19 18:26,2/22/19 18:33,25,no,
2/22/19 18:02,3,Riverview,Jack's on Brady,2/22/19 18:21,,,,no,No show
2/22/19 18:02,1,Fresh Fin,Sandburg,,2/22/19 18:38,2/22/19 18:45,35,no,
2/22/19 18:02,1,Metro Market Shorewood,Sandburg,2/22/19 18:05,,,,yes,Wait time is too long
2/22/19 18:02,1,"3554 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",Walmart,,2/22/19 18:40,2/22/19 18:48,37,no,
2/22/19 18:03,1,Library,Upark,,2/22/19 18:14,2/22/19 18:29,11,no,
2/22/19 18:03,1,"3351 North Cramer Street, Shorewood, Wisconsin 53211, United States",Walmart,,2/22/19 18:10,2/22/19 18:32,7,no,
2/22/19 18:05,1,Library,Blaze Pizza,,2/22/19 18:15,2/22/19 18:19,10,no,
2/22/19 18:05,2,"2009 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","2925 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/22/19 18:18,,,,yes,Wait time is too long
